0.359,0.269,0.175,0.138,0.122,0.082,0.033,0.03,0.022,0.008,0.022,0.051,0,0,0,0,0,0,0
0.206,0.177,0.189,0.166,0.129,0.041,0.026,0.03,0.007,0,0.022,0.007,0,0,0,0,0,0,0
0.122,0.162,0.119,0.11,0.061,0.021,0.02,0.022,0.029,0,0.007,0.007,0,0,0,0,0,0,0
0.13,0.154,0.217,0.214,0.129,0.048,0.06,0.015,0.029,0,0.007,0,0,0,0,0,0,0,0
0.061,0.046,0.07,0.124,0.136,0.062,0.033,0.03,0.007,0,0.022,0.007,0,0,0,0,0,0,0
0.076,0.069,0.07,0.041,0.163,0.336,0.079,0.03,0.036,0.016,0.015,0.014,0,0,0,0,0,0,0
0.023,0.031,0.021,0.034,0.075,0.137,0.47,0.059,0.022,0.023,0.015,0.007,0,0,0,0,0,0,0
0.015,0.031,0.028,0.028,0.048,0.068,0.053,0.6,0.015,0,0.015,0,0,0,0,0,0,0,0
0,0.008,0.007,0.007,0.007,0.034,0.013,0.022,0.672,0.078,0.022,0,0,0,0,0,0,0,0
0.008,0.023,0.021,0.034,0.014,0.048,0.046,0.015,0.08,0.651,0.052,0.022,0,0,0,0,0,0,0
0,0.008,0.007,0.021,0.014,0.014,0.02,0.037,0.029,0.07,0.637,0.043,0.015,0,0,0,0,0,0
0,0.008,0.028,0.007,0.007,0.007,0.033,0.037,0.015,0.031,0.037,0.674,0.015,0,0,0,0,0,0
0,0.008,0.042,0.069,0.082,0.055,0.066,0.044,0.029,0.062,0.022,0.087,0.786,0,0,0,0,0,0
0,0.008,0.007,0.007,0.014,0.041,0.02,0.022,0.007,0.031,0.052,0.065,0.061,1,0,0,0,0,0
0,0,0,0,0,0.007,0.02,0.007,0,0.016,0.044,0.014,0.069,0,1,0,0,0,0
0,0,0,0,0,0,0.007,0,0,0.016,0.007,0,0.053,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
